Last name,First name,Middle name,Role,School,Grade
Cross,Aria,Nova,Teacher,Southside,
Gill,Bethany,Alyssa,Student,Northside,12
Kirk,Remington,Jason,Teacher,Northside,
Porter,Sara,Ashlyn,Teacher,Eastside,
Knox,Tyler,Esteban,Student,Westside,2
Young,Rafael,Royce,Teacher,Westside,
Rhodes,Zander,Aarón,Teacher,Eastside,
Guerrero,Israel,Manuel,Teacher,Northside,
Sexton,Johnathan,Ayden,Student,Northside,4
Leon,Pedro,Lincoln,Student,Eastside,5
Tanner,Finn,Muhammad,Teacher,Eastside,
Oconnor,Hadley,Annie,Student,Northside,6
Duran,Izabella,Layla,Student,Eastside,4
Jennings,Donovan,Wade,Teacher,Southside,
Rivas,Conner,Hüseyin,Student,Southside,5
Whitfield,Emilia,Amanda,Teacher,Northside,
Alvarez,Adriel,Frank,Student,Northside,1
Schmidt,Cole,Mark,Student,Northside,9
Hale,Shane,Hendrix,Teacher,Eastside,
Deleon,Jennifer,Haven,Student,Westside,10
Castillo,Kyler,Matías,Teacher,Westside,
Eaton,Beau,Emiliano,Student,Southside,2
Higgins,Diana,Julie,Student,Northside,10
Perkins,Norah,Elise,Student,Eastside,9
Shields,Ali,Paxton,Teacher,Eastside,
Mcintyre,Madeline,Kyla,Teacher,Eastside,
Thompson,Ayla,Melissa,Student,Northside,5
Richardson,Addilyn,Hope,Student,Southside,11
Fitzpatrick,Lorelei,Luna,Teacher,Northside,
Bass,June,Braelynn,Student,Southside,2
Sampson,Chase,Liam,Teacher,Eastside,
Benson,Matthew,Warren,Student,Northside,3
Wilkins,Adriel,Odin,Student,Westside,3
Dennis,Aubree,Valeria,Teacher,Southside,
Patrick,Anthony,Samuel,Teacher,Eastside,
Fletcher,Amelia,Lorelei,Teacher,Southside,
Benjamin,Cayden,Conor,Teacher,Northside,
Holt,Makayla,Avianna,Student,Northside,5
Medina,Raiden,Archer,Student,Southside,10
Jimenez,Evie,Daisy,Student,Southside,K
Cooley,Adrián,Beau,Student,Southside,4
May,Gracelyn,Gracelynn,Student,Northside,9
Henderson,Cruz,Carter,Student,Northside,5
Barton,Tatum,Kaydence,Teacher,Eastside,
Vaughn,Moses,Hayes,Teacher,Northside,
Gilbert,Addyson,Annabelle,Teacher,Westside,
Harrison,Daniella,Génesis,Teacher,Westside,
Gay,Davis,Andrés,Student,Northside,2
Carver,Melody,Ayla,Teacher,Westside,
Carlson,Griffin,Henry,Teacher,Southside,
Walters,Dante,Rhett,Student,Southside,9
Burris,Génesis,Michaela,Teacher,Northside,
Waller,Aubree,Addison,Student,Northside,12
Carlson,Malachi,Rowan,Teacher,Northside,
Stuart,Matias,Austin,Student,Eastside,10
Olson,Moses,Kyrie,Student,Northside,11
Vasquez,Jamison,Josiah,Teacher,Northside,
Flores,Eliana,Nia,Teacher,Southside,
Greer,Drew,Juan José,Student,Southside,3
Hoffman,Kate,Aisha,Student,Southside,2
Garner,Delilah,Maria,Teacher,Westside,
Grant,Ximena,Camilla,Student,Northside,8
Holland,Alexa,Sophie,Teacher,Northside,
Fulton,Winston,Ibrahim,Student,Northside,7
Soto,Lennox,Preston,Student,Westside,3
Pate,Emily,Fatima,Student,Eastside,2
Nunez,Peter,Damian,Teacher,Northside,
Estrada,Skylar,Vivienne,Student,Eastside,3
Ramirez,Preston,Brock,Student,Northside,9
Key,Veronica,Jennifer,Teacher,Northside,
Contreras,Aaliyah,Evangeline,Teacher,Southside,
Rios,Maria,Elaina,Teacher,Northside,
Hernández,Nayeli,Camila,Teacher,Eastside,
Green,Josephine,Laura,Teacher,Northside,
Wong,Joshua,Easton,Teacher,Westside,
Obrien,Arthur,Ari,Student,Eastside,2
Franco,Kaylee,Charlotte,Teacher,Westside,
Dotson,Khalil,Levi,Student,Eastside,2
Lynn,Priscilla,Tessa,Student,Southside,12
Miller,Mikayla,Nora,Teacher,Northside,
Rodriquez,Matilda,Ryleigh,Teacher,Northside,
Williams,Alondra,Nora,Teacher,Westside,
Church,Aviana,Kara,Student,Eastside,12
Carey,Charlee,Eden,Teacher,Northside,
Nolan,Kenneth,Edwin,Student,Northside,7
Summers,Chloe,Elaina,Teacher,Southside,
Nichols,Cesar,Gideon,Teacher,Eastside,
Horne,Alex,Sawyer,Teacher,Westside,
Sykes,Wesley,Jayce,Teacher,Eastside,
Thornton,Ariyah,Sophia,Student,Southside,9
Sparks,Hudson,Reed,Student,Westside,8
Hodge,Daniela,Sophia,Student,Westside,7
Riley,Kayson,Enzo,Teacher,Westside,
Nunez,Anastasia,Nova,Teacher,Southside,
Hunt,Jorge,Justin,Teacher,Southside,
Wolfe,Dylan,Matilda,Teacher,Eastside,
Reese,Raymond,Ali,Student,Southside,4
Conway,Joaquín,Ellis,Student,Southside,12
Christensen,Olivia,Amiyah,Teacher,Eastside,
Chandler,Kian,Henry,Teacher,Eastside,
Barron,Nicolas,Milan,Teacher,Westside,
Fuller,Kamden,Hudson,Teacher,Westside,
Rosales,Juliette,María José,Student,Northside,2
Roy,Trinity,April,Teacher,Westside,
Bryant,Hunter,Adrián,Teacher,Eastside,
Gaines,Annabelle,Everly,Teacher,Westside,
Willis,Luciana,Aurora,Student,Westside,1
Anderson,Emmanuel,Andrew,Student,Northside,11
Davidson,Jayla,Julianna,Teacher,Eastside,
Gonzales,Lawrence,Adonis,Teacher,Westside,
Sparks,Camille,Lilah,Student,Northside,10
Simon,Richard,Dawson,Student,Eastside,12
Prince,Isla,Kaylee,IT,Northside,
Bauer,Kristján,Hector,Teacher,Eastside,
Daugherty,Serena,Adelaide,Teacher,Westside,
Hess,Beau,Wesley,Student,Southside,6
Leonard,Charlee,Dahlia,Teacher,Southside,
García,Blake,Quinn,Teacher,Eastside,
Holt,Aaron,Finley,Student,Eastside,8
Merrill,Raymond,Arthur,Student,Northside,4
Faulkner,Rhys,Giovanni,Teacher,Northside,
Davis,Maria,Alexandria,Teacher,Southside,
Nicholson,Daphne,Ashlynn,Student,Westside,4
Reeves,Jase,Kyle,Student,Eastside,10
Hammond,Kian,Andy,Teacher,Southside,
Buck,Bodhi,Nolan,Student,Southside,2
Keller,Dylan,Hudson,Teacher,Westside,
Beard,Brooklynn,Veronica,Teacher,Southside,
Spears,Myla,Destiny,Student,Westside,9
Tillman,Ruth,Annabella,Teacher,Northside,
Kline,Cecilia,Lilah,Teacher,Westside,
Hurst,Emma,Sofía,Teacher,Northside,
Booth,Josiah,Finn,Student,Westside,3
Barnes,Selah,Kali,Teacher,Westside,
Moran,Lennon,Julie,Student,Southside,11
Hunt,Maria,Alejandra,Student,Southside,1
Winters,Parker,Jason,Student,Eastside,3
Ellis,Skyler,Isabella,Teacher,Eastside,
Mason,Heaven,Audrey,Teacher,Northside,
Robbins,Garrett,Luis,Student,Southside,4
Clarke,Dillon,Simon,Teacher,Eastside,
Boone,Hailey,Marlee,Teacher,Southside,
Turner,Olivia,Eden,Student,Westside,8
Briggs,Gunner,Noah,Student,Southside,8
Barr,Avery,Julián,Teacher,Northside,
Cantrell,Felix,Ryan,Teacher,Northside,
Ellison,Corey,Bodhi,Teacher,Northside,
Garrett,Haley,Saylor,Student,Southside,5
Doyle,Riley,Leia,Teacher,Northside,
García,Moises,Dakota,Teacher,Eastside,
Adams,Leslie,Maliyah,Student,Northside,12
Wade,Mathias,Brantley,Teacher,Eastside,
Williamson,Camille,Viviana,Teacher,Southside,
Dennis,Trinity,Serenity,Student,Northside,5
Alvarez,Hope,Emely,Teacher,Westside,
Bowman,Franklin,Tanner,Teacher,Northside,
Cameron,Harmony,Claire,Teacher,Eastside,
Pace,Laila,Mckenzie,Student,Southside,9
Hodges,Julio,Ace,Student,Eastside,10
Griffith,Léa,Celeste,Teacher,Northside,
Mcclure,Karina,Dakota,Teacher,Eastside,
Hurley,Harley,Paige,Teacher,Northside,
Deleon,Juniper,Rose,Student,Eastside,6
Bolton,Trevor,Prince,Student,Southside,10
Wiggins,Heaven,Amanda,Student,Southside,1
Roy,Jamie,Reagan,Student,Eastside,5
Mayer,Ariana,Catalina,Teacher,Westside,
Stark,Samara,Juliette,Teacher,Northside,
Patton,Joanna,Jordan,Teacher,Southside,
French,Judah,Isaac,Teacher,Southside,
Zimmerman,Jacob,Declan,Student,Southside,6
Bowers,Gideon,Brooks,Student,Southside,5
Moore,Kayla,Catalina,Student,Eastside,9
Gordon,Theo,Drake,Teacher,Westside,
Sánchez,Avianna,Lacey,Student,Eastside,1
Hopper,Connor,Royal,Teacher,Northside,
Potts,Lukáš,Barrett,Student,Westside,2
Moss,Milo,Jaxton,Teacher,Southside,
Kirk,Moses,Austin,Teacher,Northside,
Rios,Rhett,Reid,Teacher,Northside,
King,Alexia,Aurora,Teacher,Northside,
Wilson,Hector,Isaiah,Teacher,Northside,
Winters,Alicia,Christina,Teacher,Northside,
Walsh,Barrett,Johnathan,Teacher,Southside,
Sanford,Anastasia,Daphne,Student,Northside,10
Bright,Logan,Ruby,Teacher,Eastside,
Harris,Enrique,Adrián,Teacher,Westside,
Sweet,Calvin,Elliott,Teacher,Northside,
Hickman,Victoria,Riley,Teacher,Southside,
Dodson,Archer,Cameron,Student,Eastside,10
Turner,Ian,Kayson,Student,Eastside,7
Adkins,Levi,King,Student,Southside,12
Brown,Aidan,Lincoln,Student,Eastside,5
Ellis,Samantha,Kamryn,Student,Northside,7
Wiley,Jazmin,Brooke,Teacher,Westside,
Cruz,Ruth,Alana,Student,Westside,12
Schroeder,Juliette,Camilla,Student,Westside,K
Klein,Laura,Salomé,Teacher,Eastside,
Harris,Jett,Kyler,Teacher,Southside,
Mills,Kash,Chance,Teacher,Northside,
Lloyd,Kimberly,Amari,Teacher,Eastside,
Boyer,Kyrie,Joaquin,Student,Westside,10
Arnold,Dominick,Simon,Teacher,Westside,
Shaffer,Willa,Madelyn,Student,Northside,11
Adkins,Kate,Maya,Teacher,Eastside,
Hess,Remy,Colin,Student,Northside,2
Cunningham,Brian,Shane,Student,Eastside,10
Hodges,Johan,Owen,Student,Northside,7
Roberts,Leland,Hayes,Teacher,Northside,
Whitney,Keegan,Sebastian,Student,Southside,K
Miles,Justice,Wyatt,Teacher,Southside,
Blackburn,Chase,Ricardo,Teacher,Westside,
Vazquez,Julio,Kevin,Student,Eastside,9
Mitchell,Owen,Albert,Student,Eastside,7
Hill,Bianca,Adelyn,Teacher,Northside,
Yang,Savannah,Raven,Student,Westside,7
Mcpherson,Easton,Jude,Teacher,Southside,
Dyer,Kyleigh,Chloé,Teacher,Westside,
Oneill,Annabella,Lillian,Teacher,Westside,
Buck,Savannah,Nova,Teacher,Eastside,
Mooney,Evangeline,Adaline,Student,Westside,12
Klein,Anna,Chloé,Student,Eastside,12
Todd,Delaney,Maliyah,Teacher,Westside,
Tran,Jordan,Malia,Student,Westside,3
George,Delaney,Mariah,Student,Southside,4
Oneill,Kingston,Abel,Student,Eastside,3
Bradford,Valeria,Alexia,Student,Southside,5
Anthony,River,Dante,Student,Eastside,9
Blair,Leilani,Peyton,Student,Westside,7
Young,James,Samuel,Student,Eastside,1
Jacobson,Erin,Norah,Student,Southside,1
Schwartz,Charlotte,Amy,Teacher,Eastside,
Rosales,Callie,Grace,Teacher,Westside,
Kirby,Remy,Simon,Student,Eastside,4
Lee,Skyler,Remington,Teacher,Westside,
Shields,Timothy,Grayson,Student,Westside,7
Lang,Valerie,Brianna,Teacher,Westside,
Mayer,Frank,Braylon,Teacher,Eastside,
Lindsey,Kai,Ismael,Teacher,Northside,
Mendoza,Parker,Elle,Teacher,Eastside,
Day,Journey,Evangeline,Teacher,Southside,
Shepherd,Gideon,Emerson,Teacher,Westside,
Delgado,Madilyn,Heidi,Teacher,Eastside,
Robles,Nehemiah,Donovan,Teacher,Westside,
Howard,Evangeline,Nayeli,Teacher,Westside,
Skinner,Emersyn,Skye,Student,Westside,9
Cox,Allie,Aaliyah,Teacher,Eastside,
Cross,Abram,Deacon,Student,Eastside,5
Dickson,Nicolas,Jeremiah,Student,Northside,9
Conrad,Sergio,Weston,Student,Eastside,K
Kirby,Milan,Damon,Student,Northside,12
Ashley,Oscar,Kaden,Student,Northside,12
Combs,Kendrick,Legend,Teacher,Westside,
Shaffer,Dexter,Carlos,Student,Westside,11
Hurst,King,Julius,Teacher,Eastside,
Casey,Colin,Alan,Student,Eastside,8
Bond,Cason,Franklin,Teacher,Eastside,
Wiley,Caroline,Aaliyah,Student,Northside,12
Guy,Lennox,Chase,Teacher,Southside,
Livingston,Hannah,Stella,Student,Southside,7
Saunders,Kyrie,Sean,Student,Northside,11
Pierce,Dakota,Joaquin,Student,Northside,11
Solis,Ashlyn,Camila,Student,Eastside,2
Wallace,Samantha,Gianna,Teacher,Southside,
Oneal,Ruth,Lola,Student,Southside,1
Olson,Aaron,Zayden,Student,Southside,3
Fitzgerald,Daniela,Alexandria,Teacher,Southside,
Myers,Mathias,Jamison,Teacher,Southside,
Blake,Fátima,Vanessa,Student,Eastside,10
Hays,Hector,Matthew,Student,Westside,12
Duke,Keith,Gavin,Teacher,Northside,
Mann,Eliza,Elizabeth,Student,Westside,10
Chase,Juniper,Liana,Student,Westside,3
Gilmore,Allie,Annie,Student,Southside,11
Tillman,Abby,Salomé,Student,Eastside,K
Ford,Kellan,Riley,Teacher,Northside,
Colon,Alice,Fiona,Student,Eastside,2
Wong,Julia,Kiara,Teacher,Southside,
Kirk,Cade,Timothy,Teacher,Westside,
Carlson,Grant,Nathaniel,Teacher,Eastside,
Collins,King,Winston,Teacher,Southside,
Mcfarland,Manuel,Emilio,Teacher,Eastside,
Hernandez,Kathryn,Jade,Teacher,Northside,
Zimmerman,Corey,Kayden,Teacher,Northside,
Chapman,Cooper,Julius,Teacher,Westside,
Poole,Kate,Olive,Teacher,Eastside,
Tyler,Anderson,Eli,Teacher,Eastside,
Lucas,Rylee,Mckenna,Teacher,Westside,
López,Kelsey,Julianna,Student,Westside,9
Osborne,Brady,River,Teacher,Northside,
Richardson,Eloise,Christina,Teacher,Northside,
Moss,Conor,Cooper,Student,Northside,12
Nelson,Ricardo,Sullivan,Student,Eastside,1
Sloan,Lucy,Vivienne,Teacher,Westside,
Humphrey,Dante,Landen,Teacher,Southside,
Bartlett,Lyric,Gia,Student,Eastside,4
Webster,María Camila,Catalina,Teacher,Northside,
Velez,Mariana,Salomé,Student,Southside,11
Bowen,Xavier,Russell,Teacher,Westside,
Morgan,Savannah,Mya,Student,Westside,6
Miranda,Summer,Madison,Teacher,Eastside,
Morse,Athena,Savannah,Student,Northside,6
Clarke,Amari,Logan,Student,Westside,3
Frank,Ayden,Moses,Teacher,Northside,
Kinney,Edward,Ronald,Student,Northside,6
Byrd,Alaina,Alice,Student,Westside,2
Oneal,Cristian,Jayson,Teacher,Southside,
Molina,Rosalie,Luna,Teacher,Northside,
Brady,Andrea,Katelyn,Student,Northside,11
Miles,Isaiah,Stephen,Teacher,Southside,
James,Blake,Alina,Teacher,Eastside,
Fitzpatrick,Emma,Luciana,Teacher,Northside,
Duke,Savannah,Kayleigh,Teacher,Northside,
Medina,Adriel,Rylan,Teacher,Southside,
Britt,Evelynn,Salomé,Student,Westside,4
Vazquez,Ari,Francisco,Teacher,Eastside,
Garrett,María Fernanda,Lucille,Teacher,Westside,
Hatfield,Willa,Maria,Teacher,Northside,
Ford,Gregory,Archer,Student,Eastside,9
Elliott,Kaylee,Maliyah,Teacher,Northside,
Pace,Barrett,Zachariah,Student,Eastside,8
Sánchez,Atticus,Benjamin,Teacher,Northside,
Pierce,Amy,Gia,Teacher,Westside,
Lewis,Emerson,Cadence,Teacher,Westside,
Robbins,Brielle,Esther,Student,Eastside,12
Monroe,Sebastián,Nash,Student,Southside,12
Sherman,Reese,Emely,Student,Southside,6
Hernández,Jeremiah,Johan,Teacher,Southside,
Roberts,Parker,Alexander,Student,Eastside,3
Soto,Ximena,Samara,Student,Northside,11
Cote,Jaxton,Kaden,Teacher,Northside,
Howell,Amari,Ian,Student,Northside,7
Schneider,Lucía,Kamila,Student,Westside,6
Padilla,Juan,Silas,Teacher,Westside,
Davidson,Marlee,Brooklynn,Student,Southside,5
Kline,Weston,Matteo,Student,Southside,2
Booker,Shelby,Makayla,Student,Westside,5
Dickerson,Zachariah,Kendrick,Student,Southside,8
Cole,Maggie,Anaya,Teacher,Northside,
Sims,Collin,Austin,Student,Northside,12
Riddle,Brandon,Alan,Teacher,Eastside,
Brock,Savannah,Izabella,Teacher,Westside,
Tanner,Jordyn,Adalynn,Student,Eastside,7
Santos,Aaron,Cash,Teacher,Westside,
James,Brantley,Parker,Teacher,Eastside,
Sweeney,Paxton,Cameron,Student,Southside,10
Sweet,Jazmín,Lilah,Teacher,Westside,
Kramer,Brinley,Callie,Teacher,Eastside,
Ewing,Claire,Yağmur,Teacher,Southside,
Chavez,Bethany,Arianna,Student,Northside,11
Wilcox,Russell,Matteo,Teacher,Westside,
Andrews,Wade,Gideon,Teacher,Westside,
Rios,Bryan,Archer,Student,Eastside,9
Erickson,Alondra,Teagan,Student,Southside,5
Webb,Mackenzie,Charlie,Student,Southside,K
Kent,Jordan,Alivia,Teacher,Westside,
Wilcox,Arianna,Nyla,Teacher,Southside,
Ware,Rowan,Danny,Student,Eastside,12
Ramírez,Ali,Erik,Student,Northside,5
Ramos,Orion,Grady,Student,Northside,2
Wilcox,Colin,Jaden,Student,Southside,7
Murray,Griffin,Trenton,Teacher,Westside,
Bonner,Weston,Julio,Student,Southside,3
Lang,Salomé,Lilly,Student,Eastside,4
Mckee,Aliyah,Scarlett,Student,Westside,9
Odonnell,Julius,Gregory,Teacher,Westside,
Whitaker,Juan Sebastián,Leonel,Student,Westside,10
Mooney,Israel,Zander,Student,Northside,1
Phelps,Serenity,Josie,Teacher,Southside,
García,Rosemary,Caroline,Student,Eastside,4
Hull,Miloš,Jack,Student,Eastside,5
Mack,Sebastián,Roberto,Teacher,Eastside,
Freeman,Nasir,Jaxon,Student,Northside,7
Tucker,Elise,Katherine,Student,Northside,K
Barnes,Ali,Declan,Teacher,Westside,
Reynolds,Madison,Edith,Teacher,Westside,
Grimes,Everly,Brooklyn,Teacher,Eastside,
Bender,Grace,Itzel,Teacher,Westside,
Duncan,Fabian,Zayn,Teacher,Southside,
Wyatt,Piper,Fernanda,Teacher,Westside,
Cook,Kaleb,Beckett,Student,Westside,12
Thompson,Lane,Luca,Teacher,Eastside,
Dalton,Ariyah,Kate,Teacher,Southside,
Mccarthy,Rebecca,Margot,Teacher,Eastside,
Glover,Holden,Julius,Student,Southside,12
Hodges,Chelsea,Madelyn,Teacher,Westside,
Good,Nylah,Valeria,Student,Southside,7
Hart,Arabella,Ember,Teacher,Eastside,
Williams,Thiago,Edwin,Student,Northside,4
Sandoval,Mya,Colette,Teacher,Southside,
Casey,Lane,Justin,Student,Eastside,6
Newman,Kate,Scarlett,Student,Eastside,9
Davenport,Andrea,Mariana,Student,Northside,2
Lopez,Alexandra,Mila,Teacher,Southside,
Fischer,Lorenzo,Beckett,Student,Southside,8
Gentry,Gabriel,Kaleb,Teacher,Westside,
Ross,Kylee,Ariyah,Student,Westside,2
Evans,Giselle,Amari,Student,Westside,8
Martínez,Arielle,Aviana,Student,Southside,7
Quinn,Anderson,Dillon,Teacher,Southside,
Graves,Dominic,Oliver,Student,Northside,6
Wilkinson,Ryan,Miloš,Teacher,Northside,
Dennis,Bethany,Madison,Student,Westside,5
Lancaster,Sarai,Aleah,Student,Westside,7
Conway,Adelina,Heaven,Student,Northside,3
Woodard,Martin,Donovan,Teacher,Westside,
Thompson,Nayeli,Summer,Student,Southside,9
Watts,Marlee,Esmeralda,Student,Northside,8
Hartman,Presley,Noelle,Student,Eastside,9
Deleon,Jaden,Cristian,Student,Northside,4
Bush,Ashley,Maria,Student,Westside,11
Anthony,Nora,Kayleigh,Student,Southside,3
Sampson,Lacey,Fernanda,Student,Eastside,2
Mcpherson,Sara,Cheyenne,Student,Westside,3
Hayden,Christina,Sadie,Teacher,Westside,
Russo,Eduardo,Louis,Teacher,Eastside,
Guy,Sebastián,Nico,Student,Southside,8
Crawford,Sterling,James,Student,Eastside,2
Page,Nolan,Milan,Student,Southside,1
Stephenson,Reid,William,Student,Westside,7
Cantu,Annalise,Michelle,Teacher,Eastside,
Myers,Freya,Ashlynn,Student,Eastside,10
Freeman,Miles,Nasir,Student,Northside,11
Warren,Allen,Romeo,Teacher,Eastside,
Velez,José,Francisco,Teacher,Northside,
Odom,Diego,Ryan,Teacher,Northside,
Flowers,Sabrina,Serena,Teacher,Westside,
Berry,Kaylee,Baylee,Student,Eastside,11
Sykes,Taylor,Talia,Student,Westside,2
Daniel,Julia,Harper,Student,Northside,7
Holman,María Fernanda,Blakely,Teacher,Northside,
Lambert,Enzo,Iker,Student,Southside,3
Gallegos,Lia,Raegan,Teacher,Southside,
Pate,Shelby,Raelynn,Student,Westside,11
Hoover,Kathryn,Lorelei,Teacher,Northside,
Hicks,London,Dakota,Student,Northside,10
Blankenship,Saylor,Justice,Teacher,Westside,
Levy,Major,Kyle,Student,Southside,2
Christensen,Gracelyn,Faith,Teacher,Westside,
Pierce,Elliott,Matias,Student,Westside,12
Cotton,Jennifer,Faith,Teacher,Westside,
Phelps,Ashlyn,Allison,Teacher,Westside,
Hoffman,Jay,Jaxon,Teacher,Southside,
Newton,Harrison,Jaylen,Teacher,Southside,
Dunlap,Paxton,Nathan,Teacher,Westside,
Ramírez,Selah,Alejandra,Teacher,Westside,
Morrow,Luka,Jude,Student,Northside,4
Roach,Clark,Preston,Student,Northside,6
Vargas,Oliver,Malik,Teacher,Westside,
Moore,Nicole,Chloe,Teacher,Northside,
Bray,Adonis,Bradley,Teacher,Southside,
Bowers,Amina,Brianna,Teacher,Northside,
Pacheco,Lyla,Eliana,Student,Southside,K
Bush,Ashlynn,Annie,Teacher,Northside,
Guerra,Rocío,Chloe,Student,Eastside,1
González,Morgan,Aria,Student,Southside,4
Mays,Kane,Alejandro,Teacher,Westside,
Park,Kaylee,Iris,Student,Northside,11
Santana,Adeline,Esther,Student,Westside,1
Norton,Tanner,Nolan,Student,Eastside,4
Carpenter,Isabelle,Julia,Teacher,Southside,
Winters,Lucas,Fabian,Student,Eastside,4
Spears,Titus,Easton,Teacher,Eastside,
Beach,Daphne,Sofia,Student,Northside,6
Brooks,Freya,Nicole,Teacher,Northside,
Deleon,Eleanor,Macy,Teacher,Southside,
Whitehead,Messiah,Rhys,Teacher,Northside,
Gates,Rylie,Rose,Teacher,Southside,
Thornton,Leonardo,Eli,Student,Northside,6
Macias,Dakota,Lorenzo,Teacher,Westside,
Mcclain,Kimberly,Alexa,Teacher,Northside,
Tyson,Davis,Lennox,Student,Eastside,8
Hendricks,Stella,Peyton,Student,Northside,K
Britt,Hector,Jorge,Student,Southside,5
Norman,Hüseyin,Brian,Student,Westside,1
Glover,Albert,Odin,Teacher,Eastside,
Brewer,Charlee,Savannah,Teacher,Southside,
Mcconnell,Madilyn,Rachel,Student,Southside,K
Walls,Allyson,Annie,Teacher,Southside,
Garrison,Kenneth,Cesar,Student,Southside,1
Marshall,Emiliano,Quinn,Student,Westside,2
Long,Zander,Peter,Student,Southside,10
Russell,Averie,Freya,Student,Northside,9
Jennings,Scarlet,Shelby,Teacher,Westside,
Bishop,Ibrahim,Odin,Teacher,Southside,
Stanton,Jaime,Austin,Student,Westside,10
Price,Ali,Deacon,Teacher,Westside,
Mann,Cohen,Cesar,Student,Northside,5
Clemons,Kendrick,Jeremy,Teacher,Southside,
Chan,Maverick,Leonardo,Student,Northside,9
Juarez,Maximiliano,Johnathan,Student,Southside,6
Shannon,Adalyn,Aniyah,Teacher,Eastside,
Shaffer,Malaysia,Ximena,Teacher,Southside,
Clemons,Anaya,Willa,Student,Westside,2
Weiss,Hector,Warren,Student,Northside,9
Riggs,Briana,Juniper,Teacher,Westside,
Spears,Sage,Joy,Teacher,Eastside,
Dickerson,Jayla,Mackenzie,Student,Southside,K
Leblanc,Dexter,Leo,Student,Westside,8
Hendricks,Rowan,Talia,Student,Westside,K
Guerra,Luca,Arlo,Student,Westside,3
Ramirez,Phoenix,Moises,Student,Northside,6
Perry,Tyler,Chance,Student,Eastside,2
Baird,Lawson,Sterling,Teacher,Westside,
Padilla,Jack,Fabian,Teacher,Northside,
Decker,Arya,Alyssa,Teacher,Southside,
Hamilton,Sydney,Athena,Teacher,Westside,
Hendricks,Griffin,Paxton,Teacher,Eastside,
Gallagher,Preston,Elias,Teacher,Eastside,
Fletcher,Kaleb,Blake,Student,Southside,6
Watts,Lia,Kaylee,Teacher,Southside,
Holloway,Juniper,Serenity,Teacher,Westside,
Leonard,Reagan,Aria,Student,Northside,1
Woodward,Carter,Raelynn,Teacher,Northside,
Park,Sofía,Michelle,Teacher,Southside,
Sanchez,Ariana,Daisy,Teacher,Southside,
Allison,Bentley,Raymond,Teacher,Southside,
Craig,Samuel,Killian,Student,Southside,5
Franklin,Emmanuel,Conor,Student,Westside,6
Whitfield,Elias,Miles,Teacher,Eastside,
Griffith,Paige,María Paula,Student,Southside,3
Hardy,Lydia,Itzel,Student,Northside,12
Monroe,Annabelle,Emely,Student,Eastside,6
Stanton,Bethany,Kate,Student,Northside,2
Guerra,Alani,River,Teacher,Southside,
Valenzuela,Hope,Rosemary,Student,Southside,6
Mason,Elise,Kinsley,Student,Northside,2
Bean,Genesis,Elizabeth,Teacher,Northside,
Case,Shawn,Asher,Student,Westside,2
Eaton,Serenity,Rocío,Teacher,Southside,
Rosario,Royce,Alex,Student,Southside,7
Odom,Leland,Odin,Student,Eastside,3
Larsen,Harlow,Millie,Teacher,Westside,
Lawrence,Evelyn,Lyric,Student,Southside,4
Vega,Muhammad,Kason,Student,Eastside,10
García,Gabriela,Francesca,Teacher,Westside,
Carver,Parker,Jacqueline,Teacher,Southside,
Conrad,Gerardo,Everett,Teacher,Eastside,
Newman,Finn,Lawson,Student,Southside,1
